2026-09-21 13:50:55 IST | 2406:7400:11d:e4c6:a859:7114:cca5:849a | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:20:29 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:20:29 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:21:36 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:21:36 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:23:10 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:23:10 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:23:11 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:23:11 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:23:42 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:25:41 IST | 127.0.0.1 | QUERY [design] 'Propose an AI Solution architecture for the following using the Enterprise AI Automation Framework.\nDomain: Defence\nUse-Case: depletion of munitions for active battlefront' | completed | 118973 ms
2026-09-22 15:31:39 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:31:45 IST | 127.0.0.1 | QUERY [grounded] 'cool BMRS give me a word doc for BMRS solution' | completed | 5791 ms
2026-09-22 15:32:41 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-22 15:34:20 IST | 127.0.0.1 | QUERY [design] 'Propose an AI Solution architecture for the following using the Enterprise AI Automation Framework.\nDomain: Defence\nUse-Case: depletion of munitions for active battlefront' | completed | 99210 ms
2026-09-23 01:27:58 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:27:58 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:28:05 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:28:32 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:28:32 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:28:56 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:28:56 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:28:59 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:29:07 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | completed | 7367 ms
2026-09-23 01:29:12 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:29:18 IST | 127.0.0.1 | QUERY [grounded] 'How does AAIT implement AI-augmented incident triage?' | completed | 5674 ms
2026-09-23 01:29:28 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:29:33 IST | 127.0.0.1 | QUERY [grounded] 'What governance controls sit between an AI decision and an automated action?' | completed | 5264 ms
2026-09-23 01:29:57 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 01:31:36 IST | 127.0.0.1 | QUERY [design] 'Propose an AI Solution architecture for the following using the Enterprise AI Automation Framework.\nDomain: Defence\nUse-Case: Drone Targeting profile creation' | completed | 99630 ms
2026-09-23 14:42:04 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:42:04 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:42:59 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:42:59 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:43:48 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:43:48 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:44:33 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:44:33 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:44:51 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:44:51 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:44:56 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:45:19 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:45:19 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:45:38 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:45:38 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:46:49 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:46:49 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:48:02 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:48:02 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:49:10 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | incomplete (client disconnected) | 253455 ms
2026-09-23 14:49:10 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:49:10 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:50:13 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:50:13 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:53:41 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:53:41 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:54:12 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:54:12 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:54:56 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:54:56 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:55:09 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:55:09 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:55:29 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:55:29 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:55:55 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:57:43 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | completed | 108414 ms
2026-09-23 14:57:48 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:57:48 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:57:50 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:57:57 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | completed | 6555 ms
2026-09-23 14:59:24 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:59:24 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:59:26 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:59:31 IST | 127.0.0.1 | QUERY [grounded] 'What governance controls sit between an AI decision and an automated action?' | completed | 5046 ms
2026-09-23 14:59:50 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:59:50 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:59:52 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 14:59:52 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | incomplete (client disconnected) | 2 ms
2026-09-23 15:00:06 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:06 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | incomplete (client disconnected) | 1 ms
2026-09-23 15:00:18 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:18 IST | 127.0.0.1 | QUERY [grounded] 'How does AAIT implement AI-augmented incident triage?' | incomplete (client disconnected) | 1 ms
2026-09-23 15:00:19 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:19 IST | 127.0.0.1 | QUERY [grounded] 'How does AAIT implement AI-augmented incident triage?' | incomplete (client disconnected) | 4 ms
2026-09-23 15:00:21 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:21 IST | 127.0.0.1 | QUERY [grounded] 'What governance controls sit between an AI decision and an automated action?' | incomplete (client disconnected) | 1 ms
2026-09-23 15:00:42 IST | 127.0.0.1 | GET / | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:42 IST | 127.0.0.1 | GET /api/health | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:43 IST | 127.0.0.1 | POST /api/query/stream | 200 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
2026-09-23 15:00:51 IST | 127.0.0.1 | QUERY [grounded] 'What are the core stages of the Enterprise AI Automation Framework?' | completed | 7249 ms
